INFO 2024-05-18 18:08:00,935 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-18 20:01:01,959 basehttp 212 "GET /static/js/index.js HTTP/1.1" 200 1143
INFO 2024-05-18 20:01:01,965 basehttp 212 "GET /static/images/banner01.jpg HTTP/1.1" 200 23658
INFO 2024-05-18 20:01:01,965 basehttp 212 "GET /static/images/adv01.jpg HTTP/1.1" 200 39831
INFO 2024-05-18 20:01:01,965 basehttp 212 "GET /static/images/goods/goods003.jpg HTTP/1.1" 200 8579
INFO 2024-05-18 20:01:01,965 basehttp 212 "GET /static/images/goods/goods004.jpg HTTP/1.1" 200 6565
INFO 2024-05-18 20:01:01,966 basehttp 212 "GET /static/images/slide03.jpg HTTP/1.1" 200 70152
INFO 2024-05-18 20:01:01,968 basehttp 212 "GET /static/images/slide04.jpg HTTP/1.1" 200 107973
INFO 2024-05-18 20:01:01,970 basehttp 212 "GET /static/images/goods/goods005.jpg HTTP/1.1" 200 7578
INFO 2024-05-18 20:01:01,972 basehttp 212 "GET /static/images/goods/goods008.jpg HTTP/1.1" 200 7072
INFO 2024-05-18 20:01:01,972 basehttp 212 "GET /static/images/banner02.jpg HTTP/1.1" 200 26729
INFO 2024-05-18 20:01:01,972 basehttp 212 "GET /static/images/banner03.jpg HTTP/1.1" 200 22681
INFO 2024-05-18 20:01:01,973 basehttp 212 "GET /static/images/goods/goods009.jpg HTTP/1.1" 200 8738
INFO 2024-05-18 20:01:01,973 basehttp 212 "GET /static/images/icons.png HTTP/1.1" 200 7740
INFO 2024-05-18 20:31:55,217 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-18 20:32:00,961 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-18 20:32:01,169 basehttp 212 "GET /static/js/register.js HTTP/1.1" 200 7971
INFO 2024-05-18 20:32:01,192 basehttp 212 "GET /image_codes/fd959a42-64a3-4291-965f-7e5c342a5b08/ HTTP/1.1" 200 3017
INFO 2024-05-18 20:32:10,832 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-18 20:32:16,070 basehttp 212 "GET /mobiles/25038383194@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-18 20:32:22,237 views 48 345761
INFO 2024-05-18 20:32:22,242 basehttp 212 "GET /mobiles/25038383194@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-18 20:32:24,833 basehttp 212 "GET /sms_codes/25038383194@qq.com/?image_code=n6zt&uuid=fd959a42-64a3-4291-965f-7e5c342a5b08 HTTP/1.1" 200 63
INFO 2024-05-18 20:32:31,912 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-18 20:32:31,920 basehttp 212 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2024-05-18 20:32:31,931 basehttp 212 "GET /image_codes/65b4bf3c-fa27-42a1-9645-d9dcc2709c9b/ HTTP/1.1" 200 3017
INFO 2024-05-18 20:32:38,703 basehttp 212 "GET /mobiles/25038383194@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-18 20:32:43,450 basehttp 212 "GET /sms_codes/25038383194@qq.com/?image_code=efuh&uuid=65b4bf3c-fa27-42a1-9645-d9dcc2709c9b HTTP/1.1" 200 78
INFO 2024-05-18 20:32:43,463 basehttp 212 "GET /mobiles/25038383194@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-18 20:36:30,669 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-18 20:36:30,677 basehttp 212 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2024-05-18 20:36:30,692 basehttp 212 "GET /image_codes/9df912a8-9a17-4cbf-8ebb-c02ed156d11d/ HTTP/1.1" 200 3256
INFO 2024-05-18 20:36:36,914 basehttp 212 "GET /mobiles/25031838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-18 20:36:52,463 views 48 125022
INFO 2024-05-18 20:36:52,478 basehttp 212 "GET /mobiles/25031838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-18 20:36:54,187 basehttp 212 "GET /sms_codes/25031838394@qq.com/?image_code=qhfs&uuid=9df912a8-9a17-4cbf-8ebb-c02ed156d11d HTTP/1.1" 200 63
INFO 2024-05-18 20:37:54,197 basehttp 212 "GET /image_codes/36452a91-c116-44ba-b780-a6d2f1c4d05b/ HTTP/1.1" 200 3178
INFO 2024-05-18 20:58:10,637 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-18 20:58:14,924 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-18 20:58:14,931 basehttp 212 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2024-05-18 20:58:14,960 basehttp 212 "GET /image_codes/2e6c0ca2-c12d-4d60-b4b9-f1d3f286e65d/ HTTP/1.1" 200 3430
INFO 2024-05-18 20:58:24,268 basehttp 212 "GET /mobiles/12432423@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-18 20:58:29,884 views 48 584828
INFO 2024-05-18 20:58:29,901 basehttp 212 "GET /mobiles/12432423@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-18 20:58:31,678 basehttp 212 "GET /sms_codes/12432423@qq.com/?image_code=qmpb&uuid=2e6c0ca2-c12d-4d60-b4b9-f1d3f286e65d HTTP/1.1" 200 63
INFO 2024-05-18 20:59:29,527 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-18 20:59:31,731 basehttp 212 "GET /image_codes/7c3c389f-947a-4a33-b25b-ccefe129882d/ HTTP/1.1" 200 3199
INFO 2024-05-18 21:00:11,333 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-18 21:00:11,354 basehttp 212 "GET /image_codes/5823ba75-02e7-4921-9cd7-08226dd66a4d/ HTTP/1.1" 200 3717
INFO 2024-05-18 21:00:20,645 basehttp 212 "GET /mobiles/25038338394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-18 21:00:25,689 views 48 298605
INFO 2024-05-18 21:00:25,694 basehttp 212 "GET /mobiles/25038338394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-18 21:04:46,877 basehttp 212 "GET /sms_codes/25038338394@qq.com/?image_code=ebxo&uuid=5823ba75-02e7-4921-9cd7-08226dd66a4d HTTP/1.1" 200 63
INFO 2024-05-18 21:05:41,690 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-18 21:05:46,918 basehttp 212 "GET /image_codes/e1f4ac37-b953-4ad9-84ec-78c73ba24ef8/ HTTP/1.1" 200 3188
INFO 2024-05-18 21:05:50,207 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-18 21:05:50,217 basehttp 212 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2024-05-18 21:05:50,234 basehttp 212 "GET /image_codes/240ed5b7-05c1-4636-bf18-51ef0836afec/ HTTP/1.1" 200 3034
INFO 2024-05-18 21:05:58,024 basehttp 212 "GET /mobiles/12345@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-18 21:06:03,138 basehttp 212 "GET /mobiles/12345@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-18 21:07:46,965 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-18 21:07:57,428 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-18 21:07:57,472 basehttp 212 "GET /image_codes/ea71661d-7dfb-4f32-9332-3282fae060e3/ HTTP/1.1" 200 3172
INFO 2024-05-18 21:08:04,565 basehttp 212 "GET /mobiles/18291371323@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-18 21:08:10,763 basehttp 212 "GET /mobiles/18291371323@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 14:44:24,256 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 14:44:34,039 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-19 14:44:34,069 basehttp 212 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2024-05-19 14:44:34,105 basehttp 212 "GET /image_codes/d0aeb168-bb7a-4ab6-ba00-676202df7bb5/ HTTP/1.1" 200 2955
WARNING 2024-05-19 14:44:34,134 log 241 Not Found: /favicon.ico
WARNING 2024-05-19 14:44:34,135 basehttp 212 "GET /favicon.ico HTTP/1.1" 404 3246
INFO 2024-05-19 14:44:41,329 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 14:44:48,081 views 48 717767
INFO 2024-05-19 14:44:48,084 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 14:44:48,118 basehttp 212 "GET /sms_codes/2503838394@qq.com/?image_code=fsxt&uuid=d0aeb168-bb7a-4ab6-ba00-676202df7bb5 HTTP/1.1" 200 63
INFO 2024-05-19 14:45:48,613 basehttp 212 "GET /image_codes/b3f22f8f-0433-43ba-87e9-bc20b9d3f8d8/ HTTP/1.1" 200 3131
INFO 2024-05-19 14:47:13,125 autoreload 266 C:\Users\25038\Desktop\quwei\quwei_project\quwei_mall\celery_tasks\sms\yuntongxun\emailver.py changed, reloading.
INFO 2024-05-19 14:47:13,765 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 14:49:42,985 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-19 14:49:43,013 basehttp 212 "GET /image_codes/425cce02-6dff-4396-a240-5002c01d99ed/ HTTP/1.1" 200 3051
INFO 2024-05-19 14:49:51,632 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 14:49:59,234 views 48 763737
INFO 2024-05-19 14:49:59,254 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 14:49:59,273 basehttp 212 "GET /sms_codes/2503838394@qq.com/?image_code=vpbs&uuid=425cce02-6dff-4396-a240-5002c01d99ed HTTP/1.1" 200 63
INFO 2024-05-19 14:50:59,611 basehttp 212 "GET /image_codes/620a1d80-8c97-45c4-9202-4c4c8ebfaf67/ HTTP/1.1" 200 3106
INFO 2024-05-19 14:59:44,394 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 15:00:02,851 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-19 15:00:02,877 basehttp 212 "GET /image_codes/73d43ff1-604b-41c5-9f86-0311de44fdfc/ HTTP/1.1" 200 2997
INFO 2024-05-19 15:00:10,364 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 15:00:19,613 views 48 902510
INFO 2024-05-19 15:00:19,628 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 15:00:19,650 basehttp 212 "GET /sms_codes/2503838394@qq.com/?image_code=k8ye&uuid=73d43ff1-604b-41c5-9f86-0311de44fdfc HTTP/1.1" 200 63
INFO 2024-05-19 15:03:15,612 basehttp 212 "GET /image_codes/beeb0a0e-fb88-4a22-93b8-02b6f6ea046c/ HTTP/1.1" 200 3234
INFO 2024-05-19 15:12:44,975 autoreload 266 C:\Users\25038\Desktop\quwei\quwei_project\quwei_mall\celery_tasks\sms\tasks.py changed, reloading.
INFO 2024-05-19 15:12:45,580 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 15:14:46,117 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 15:14:59,067 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-19 15:14:59,097 basehttp 212 "GET /image_codes/8220943b-3715-4982-8dd9-3b251268b9d6/ HTTP/1.1" 200 3457
INFO 2024-05-19 15:15:10,052 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 15:15:15,459 views 48 002878
INFO 2024-05-19 15:15:15,463 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 15:15:15,496 basehttp 212 "GET /sms_codes/2503838394@qq.com/?image_code=esgr&uuid=8220943b-3715-4982-8dd9-3b251268b9d6 HTTP/1.1" 200 63
INFO 2024-05-19 15:16:15,612 basehttp 212 "GET /image_codes/9178cf3e-da38-4a02-b8e3-be0a68d85a26/ HTTP/1.1" 200 3195
INFO 2024-05-19 15:16:46,769 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 15:16:50,132 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-19 15:16:50,161 basehttp 212 "GET /image_codes/a1ba393c-280c-409c-a243-54aab4715e75/ HTTP/1.1" 200 3328
INFO 2024-05-19 15:16:53,972 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 15:16:54,174 basehttp 212 "GET /image_codes/5b948525-771d-4274-ac9f-57efe37f53a4/ HTTP/1.1" 200 2803
INFO 2024-05-19 15:16:56,576 basehttp 212 "GET /image_codes/f1b51f5e-f839-44d3-b500-2f000f4ca2dd/ HTTP/1.1" 200 2740
INFO 2024-05-19 15:17:02,243 views 48 964463
INFO 2024-05-19 15:17:02,249 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 15:17:03,373 basehttp 212 "GET /sms_codes/2503838394@qq.com/?image_code=vfky&uuid=f1b51f5e-f839-44d3-b500-2f000f4ca2dd HTTP/1.1" 200 63
INFO 2024-05-19 15:18:03,613 basehttp 212 "GET /image_codes/8430864d-59e6-483a-8d1a-3d3e0ce00d25/ HTTP/1.1" 200 3266
INFO 2024-05-19 15:18:28,108 autoreload 266 C:\Users\25038\Desktop\quwei\quwei_project\quwei_mall\quwei_mall\apps\verifications\views.py changed, reloading.
INFO 2024-05-19 15:18:28,733 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 15:21:20,801 autoreload 266 C:\Users\25038\Desktop\quwei\quwei_project\quwei_mall\quwei_mall\apps\verifications\views.py changed, reloading.
INFO 2024-05-19 15:21:21,443 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 15:22:15,230 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-19 15:22:15,263 basehttp 212 "GET /image_codes/22fd389d-b596-47ef-9a2d-8f7d15a15355/ HTTP/1.1" 200 3652
INFO 2024-05-19 15:22:18,341 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 15:22:22,777 views 48 825014
INFO 2024-05-19 15:22:22,780 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
ERROR 2024-05-19 15:22:22,837 log 241 Internal Server Error: /sms_codes/2503838394@qq.com/
Traceback (most recent call last):
  File "D:\python_project\demo\env\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\python_project\demo\env\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\python_project\demo\env\lib\site-packages\django\views\generic\base.py", line 104, in view
    return self.dispatch(request, *args, **kwargs)
  File "D:\python_project\demo\env\lib\site-packages\django\views\generic\base.py", line 143, in dispatch
    return handler(request, *args, **kwargs)
  File "C:\Users\25038\Desktop\quwei\quwei_project\quwei_mall\quwei_mall\apps\verifications\views.py", line 64, in get
    send_sms_code.apply_async(mobile, sms_code)
  File "D:\python_project\demo\env\lib\site-packages\celery\app\task.py", line 559, in apply_async
    check_arguments(*(args or ()), **(kwargs or {}))
TypeError: celery_tasks.sms.tasks.send_sms_code() argument after ** must be a mapping, not str
ERROR 2024-05-19 15:22:22,838 basehttp 212 "GET /sms_codes/2503838394@qq.com/?image_code=ksqz&uuid=22fd389d-b596-47ef-9a2d-8f7d15a15355 HTTP/1.1" 500 85678
INFO 2024-05-19 15:24:17,529 autoreload 266 C:\Users\25038\Desktop\quwei\quwei_project\quwei_mall\quwei_mall\apps\verifications\views.py changed, reloading.
INFO 2024-05-19 15:24:18,172 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 15:24:24,785 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-19 15:24:24,812 basehttp 212 "GET /image_codes/6005dd80-e318-4553-bde8-30285facc677/ HTTP/1.1" 200 3446
INFO 2024-05-19 15:24:27,898 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 15:24:30,881 basehttp 212 "GET /image_codes/7fc3c2e0-48eb-4d2d-8b6f-2b79724e048a/ HTTP/1.1" 200 3203
INFO 2024-05-19 15:24:40,464 views 48 754242
INFO 2024-05-19 15:24:40,481 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 15:24:40,503 basehttp 212 "GET /sms_codes/2503838394@qq.com/?image_code=ldmw&uuid=7fc3c2e0-48eb-4d2d-8b6f-2b79724e048a HTTP/1.1" 200 63
INFO 2024-05-19 15:25:40,610 basehttp 212 "GET /image_codes/d3b66d9f-0a53-489c-a361-82738b566faf/ HTTP/1.1" 200 3311
INFO 2024-05-19 15:29:03,384 autoreload 266 C:\Users\25038\Desktop\quwei\quwei_project\quwei_mall\celery_tasks\sms\yuntongxun\emailver.py changed, reloading.
INFO 2024-05-19 15:29:04,048 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 15:29:12,103 autoreload 266 C:\Users\25038\Desktop\quwei\quwei_project\quwei_mall\celery_tasks\sms\yuntongxun\emailver.py changed, reloading.
INFO 2024-05-19 15:29:12,690 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 15:29:21,534 autoreload 266 C:\Users\25038\Desktop\quwei\quwei_project\quwei_mall\celery_tasks\sms\yuntongxun\emailver.py changed, reloading.
INFO 2024-05-19 15:29:22,141 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 15:29:27,080 autoreload 266 C:\Users\25038\Desktop\quwei\quwei_project\quwei_mall\celery_tasks\sms\yuntongxun\emailver.py changed, reloading.
INFO 2024-05-19 15:29:27,715 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 15:33:34,142 autoreload 266 C:\Users\25038\Desktop\quwei\quwei_project\quwei_mall\quwei_mall\apps\verifications\views.py changed, reloading.
INFO 2024-05-19 15:33:34,790 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 15:33:58,207 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 15:34:05,466 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-19 15:34:05,492 basehttp 212 "GET /image_codes/000287f0-c47b-4ab0-8fe1-22f0f0ae3255/ HTTP/1.1" 200 3223
INFO 2024-05-19 15:34:09,551 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 15:34:14,643 views 48 527427
INFO 2024-05-19 15:34:14,647 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 15:34:14,680 basehttp 212 "GET /sms_codes/2503838394@qq.com/?image_code=p6uj&uuid=000287f0-c47b-4ab0-8fe1-22f0f0ae3255 HTTP/1.1" 200 63
INFO 2024-05-19 15:35:15,613 basehttp 212 "GET /image_codes/e6799c1e-3cbf-4857-9db1-b227392dff83/ HTTP/1.1" 200 3292
INFO 2024-05-19 15:38:12,261 autoreload 266 C:\Users\25038\Desktop\quwei\quwei_project\quwei_mall\quwei_mall\apps\verifications\views.py changed, reloading.
INFO 2024-05-19 15:38:12,895 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 15:38:18,902 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-19 15:38:18,929 basehttp 212 "GET /image_codes/1bfdf910-9449-4d6b-aa00-7e6efe9fa865/ HTTP/1.1" 200 3305
INFO 2024-05-19 15:38:21,576 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 15:38:26,132 views 48 760343
INFO 2024-05-19 15:38:26,136 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 15:38:27,114 basehttp 212 "GET /sms_codes/2503838394@qq.com/?image_code=5kvn&uuid=1bfdf910-9449-4d6b-aa00-7e6efe9fa865 HTTP/1.1" 200 63
INFO 2024-05-19 15:39:25,383 autoreload 266 C:\Users\25038\Desktop\quwei\quwei_project\quwei_mall\quwei_mall\apps\verifications\views.py changed, reloading.
INFO 2024-05-19 15:39:25,987 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 15:39:27,632 basehttp 212 "GET /image_codes/bd2882e7-8627-4e75-b170-a0bf378d4e9f/ HTTP/1.1" 200 3159
INFO 2024-05-19 15:51:20,942 autoreload 266 C:\Users\25038\Desktop\quwei\quwei_project\quwei_mall\quwei_mall\apps\verifications\views.py changed, reloading.
INFO 2024-05-19 15:51:21,579 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 15:51:26,499 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-19 15:51:26,532 basehttp 212 "GET /image_codes/6ecaff9c-e26c-47d7-9cd7-5596f86bcae8/ HTTP/1.1" 200 3316
INFO 2024-05-19 15:51:29,501 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 15:51:34,520 views 48 166909
INFO 2024-05-19 15:51:34,526 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 15:51:34,558 basehttp 212 "GET /sms_codes/2503838394@qq.com/?image_code=u5fr&uuid=6ecaff9c-e26c-47d7-9cd7-5596f86bcae8 HTTP/1.1" 200 63
INFO 2024-05-19 15:52:34,611 basehttp 212 "GET /image_codes/9edf8a93-eaa3-4603-b9ce-e48a94642660/ HTTP/1.1" 200 3220
INFO 2024-05-19 16:26:13,536 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 16:27:19,170 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-19 16:27:19,211 basehttp 212 "GET /image_codes/c8961bfd-1f14-4124-aad5-41491466140e/ HTTP/1.1" 200 3590
INFO 2024-05-19 16:27:22,145 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 16:27:40,915 views 48 302966
INFO 2024-05-19 16:27:40,924 basehttp 212 "GET /sms_codes/2503838394@qq.com/?image_code=r79z&uuid=c8961bfd-1f14-4124-aad5-41491466140e HTTP/1.1" 200 63
INFO 2024-05-19 16:27:40,930 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 16:28:41,612 basehttp 212 "GET /image_codes/b388e4ac-b51c-4ba8-9b91-4ac2272696b0/ HTTP/1.1" 200 3268
INFO 2024-05-19 16:37:35,153 autoreload 668 Watching for file changes with StatReloader
INFO 2024-05-19 16:37:50,473 basehttp 212 "GET /register/ HTTP/1.1" 200 3945
INFO 2024-05-19 16:37:50,480 basehttp 212 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2024-05-19 16:37:50,499 basehttp 212 "GET /image_codes/1c7a26d8-5d8d-4c4a-a0f3-37896ce9d6f1/ HTTP/1.1" 200 3201
INFO 2024-05-19 16:37:53,706 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 16:37:58,442 views 48 217498
INFO 2024-05-19 16:37:58,447 basehttp 212 "GET /mobiles/2503838394@qq.com/count/ HTTP/1.1" 200 41
INFO 2024-05-19 16:37:58,452 basehttp 212 "GET /sms_codes/2503838394@qq.com/?image_code=dbfg&uuid=1c7a26d8-5d8d-4c4a-a0f3-37896ce9d6f1 HTTP/1.1" 200 63
INFO 2024-05-19 16:38:58,614 basehttp 212 "GET /image_codes/55a5ab43-7cb1-4ec0-a0c1-83ef2d0fa6f0/ HTTP/1.1" 200 3439
